time(yyyymm) ts_sst
198711 27.425080
198712 27.273435
198801 27.240399
198802 27.405056
198803 27.670397
198804 27.824647
198805 27.631912
198806 27.107630
198807 26.645212
198808 26.461482
198809 26.507242
198810 26.664793
198811 26.706454
198812 26.641363
198901 26.660136
198902 26.843901
198903 27.164876
198904 27.442233
198905 27.377493
198906 26.982786
198907 26.663267
198908 26.448000
198909 26.562895
198910 26.766713
198911 26.937822
198912 26.933763
199001 26.885743
199002 27.175230
199003 27.461622
199004 27.746378
199005 27.647442
199006 27.181847
199007 26.762028
199008 26.561559
199009 26.663658
199010 26.907633
199011 27.017856
199012 27.021045
199101 27.034379
199102 27.157404
199103 27.452349
199104 27.772958
199105 27.763824
199106 27.364487
199107 26.930084
199108 26.651359
199109 26.664523
199110 26.893764
199111 26.996804
199112 26.993311
199201 27.006553
199202 27.237355
199203 27.507820
199204 27.795309
199205 27.759437
199206 27.299773
199207 26.782507
199208 26.488654
199209 26.575306
199210 26.758625
199211 26.869249
199212 26.831849
199301 26.884756
199302 27.040297
199303 27.427766
199304 27.734342
199305 27.702044
199306 27.282141
199307 26.799949
199308 26.514242
199309 26.648342
199310 26.889543
199311 27.114956
199312 27.063287
199401 27.040828
199402 27.153835
199403 27.480545
199404 27.718939
199405 27.635716
199406 27.166883
199407 26.669637
199408 26.515009
199409 26.635026
